us,state,county,time zone,egrid,egrid_agg,egrid with wecc detail,nerc,census division,census region,PADD,electricity interconnection,o&g producing region,IECC Climate Zone,IECC Climate Zone by state,electric utility territory,north america,CA building climate zone,CA forecast climate zone,gas utility territory,VISION Region,SqMi,pop_x_transit_share,Urban Utility-scale PV (GWh),Rural Utility-scale PV (GWh),Sum Utility-scale PV (GWh),Rooftop PV (GWh),CSP (GWh),Onshore Wind (GWh),Offshore Wind (GWh),Biopower-Solid (GWh),Biopower-Solid (BDT),Biopower-Gaseous (GWh),Biopower-Gaseous (Tonnes-CH4),Geothermal Hydrothermal (GWh),EGS Geothermal (GWh),Hydropower (GWh),Hydropower (Count of Sites),CDD_res_sq_ft,HDD_res_sq_ft,CDD_com_sq_ft,HDD_com_sq_ft,SEDS Industrial Data (Allocation),Rail Fuel Use,Aviation Fuel Use,Marine Fuel Use,BUSES VMT Share,HDV VMT Share,LDV VMT Share,MDV VMT Share,BOM VOS,Bulk Chemicals VOS,Computer and Electronic Products VOS,Electrical Equipment VOS,Fabricated Metal Products VOS,Food and Kindred Products VOS,Glass and Cement VOS,Iron and Steel and Aluminum Manufacturing VOS,Machinery VOS,Paper and Allied Products VOS,Plastic and Rubber Products VOS,Transportation Equipment VOS,Wood Products VOS,Military Fuel Sales - Diesel Fule,Steel Production Facility GHGs,Domestic Shipping Ton-Miles Allocation,2015 Capacity Biomass Power Plants,2015 Capacity Bulk Electricity Storage,2015 Capacity Coal Power Plants,2015 Capacity Combined Heat and Power,2015 Capacity Combined-Cycle Gas Turbines,2015 Capacity Combustion Turbines,2015 Capacity Dispatchable Hydroelectric Power Plants,2015 Capacity Fossil Steam Turbines,2015 Capacity Fuel Cell Power Plants,2015 Capacity Geothermal Power Plants,2015 Capacity Nuclear Power Plants,2015 Capacity Onshore Wind,2015 Capacity Run of River Hydroelectric Power Plants,2015 Capacity Solar Thermal Power Plants,2015 Capacity Transmission-Sited Solar PV,Households 2010 (complete count),Employment in construction (NAICS 23) 2007,Employment in manufacturing (NAICS 31-33) 2007,Employment in mining (NAICS 21) 2006,"Employment in farming (NAICS, no code) 2007",Cropland - harvested cropland (NAICS) 2007 (acres) (adjusted),"Farm earnings (NAICS, no code) 2007","Earnings in agriculture, forestry, fishing, and hunting (NAICS 11) 2007",Earnings in mining (NAICS 21) 2007,Earnings in utilities (NAICS 22) 2007,Earnings in construction (NAICS 23) 2007,Earnings in manufacturing (NAICS 31-33) 2007,Earnings in wholesale trade (NAICS 42) 2007,Earnings in retail trade (NAICS 44-45) 2007,Earnings in transportation and warehousing (NAICS 48-49) 2007,"Employment in all industries (NAICS, no code) 2007",Employment in utilities (NAICS 22) 2007,Employment in transportation and warehousing (NAICS 48-49) 2007,Total housing units 2010 (complete count),Vacant housing units 2010 (complete count),Owner-occupied housing units 2010 (complete count),Renter-occupied housing units 2010 (complete count),Resident population (April 1 - complete count) 2010,"Public supply water use: population served, total 2005",Irrigation water use: total withdrawals 2005,Thermoelectric power water use: total self-supplied withdrawals 2005
us,georgia,"carroll, georgia",US/Eastern,SRSO (SRSE),SR_agg,SRSO (egrid with wecc detail),SERC_STV,south atlantic,south,PADD 1 (East Coast),eastern interconnection,east (o&g producing region),3A,Georgia 3A,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,511.397812,0,483.1149719,47783.09317,48266.20814,334.6777069,0,2.810164755,1921.065167,127.7363434,116126.6741,19.32314526,4111.253636,0,3072.96301,17.29599855,18.27042101,1.398E+11,2.09857E+11,47872907543,71863030494,10111.83064,2.68E+11,87438103.21,4.63E+11,0.039934298,0.03810009,0.040691568,0.032529448,2473092.649,3691678.602,349582.767,1582750.661,1410402.819,2700322.474,584679.7719,429901.477,1651769.577,1593010.808,1605388.832,14488399.56,476954.1067,17573.90037,1079.624412,17370954.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39187,4890,8403,0,989,13923,35836,0,0,19488,172328,543940,85061,140922,38546,53665,216,1337,44607,5420,26261,12926,110527,82.87,0,0
us,georgia,"catoosa, georgia",US/Eastern,SRTV (SRCE),SR_agg,SRTV (egrid with wecc detail),SERC_STV,south atlantic,south,PADD 1 (East Coast),eastern interconnection,east (o&g producing region),4A,Georgia 4A,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,169.8624097,0,286.7600189,15871.30636,16158.06638,203.5007376,0,0.933405161,638.087905,42.42803272,38571.84413,6.418244154,1365.56597,0,1020.694437,5.744920927,6.068578444,66415324073,1.55951E+11,19623005407,46077227714,2057.166561,5.08E+11,165791227.4,8.79E+11,0.02494174,0.023796149,0.025414707,0.020316897,1544617.924,751040.8391,71119.66209,321997.2573,286934.5442,549357.8059,118948.1626,87459.82543,336038.573,324084.5976,326602.8021,2947542.551,97032.28563,10976.11993,219.6404703,32937035.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24475,2651,2428,0,324,5886,11236,0,362,0,45741,110660,0,80734,73087,26787,0,1839,26606,2131,17871,6604,63942,51.34,1.05,0
us,georgia,"charlton, georgia",US/Eastern,SRSO (SRSE),SR_agg,SRSO (egrid with wecc detail),SERC_STV,south atlantic,south,PADD 1 (East Coast),eastern interconnection,east (o&g producing region),2A,Georgia 2A,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,778.1027807,0,57.76309227,72703.00496,72760.76805,33.20055564,0,4.275726174,2922.94201,194.3535965,176689.2347,29.40058152,6255.360917,0,4675.579377,26.31623416,27.7988389,21236470146,14522949718,4384612900,2998497972,313.9846666,24272612625,7914479.897,41945268946,0.004001888,0.003818079,0.004077776,0.003259835,247833.0782,114631.1203,10854.97102,49146.33722,43794.72665,83848.30419,18155.01957,13348.96486,51289.45869,49464.92728,49849.28002,449882.466,14810.00636,1761.112276,33.52365393,1572335.935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3927,196,447,0,98,1250,761,6698,0,0,2950,16890,0,6424,3489,3563,0,104,4475,548,2955,972,12171,4.46,0.01,0
us,georgia,"chatham, georgia",US/Eastern,SRSO (SRSE),SR_agg,SRSO (egrid with wecc detail),SERC_STV,south atlantic,south,PADD 1 (East Coast),eastern interconnection,east (o&g producing region),2A,Georgia 2A,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,471.3691545,0,1194.534556,44042.96557,45237.50013,917.7482809,0,2.590204638,1770.697571,117.7380325,107037.0872,17.81066409,3789.453347,0,2832.432877,15.9421883,16.84033975,4.62606E+11,3.16362E+11,2.2959E+11,1.57009E+11,19387.01949,3.48E+12,1134479106,6.01E+12,0.105002941,0.100180088,0.106994101,0.085532684,6502731.018,7077911.758,670241.4386,3034546.266,2704110.453,5177223.223,1120983.78,824233.3765,3166873.548,3054217.646,3077949.55,27778044.8,914445.5529,46208.68009,2069.921882,225382121,6.4,0,201,218.1,0,31,0,115,0,0,0,0,0,0,1.2,103038,11295,13274,0,83,535,1451,0,0,42635,440694,1042875,457471,508384,500121,186568,451,11134,119323,16285,59466,43572,265128,208.61,2.35,161.18
us,georgia,"chattahoochee, georgia",US/Eastern,SRSO (SRSE),SR_agg,SRSO (egrid with wecc detail),SERC_STV,south atlantic,south,PADD 1 (East Coast),eastern interconnection,east (o&g producing region),3A,Georgia 3A,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,241.6055283,0,51.99237316,22574.71424,22626.70661,28.46389423,0,1.327638336,907.5908299,60.34794443,54863.05532,9.129054936,1942.326665,0,1451.795127,8.171346786,8.631704352,14251074146,21392587759,14692383997,22055047278,1.84040746,0.00069569,2.27E-07,0.001202215,0.002737222,0.0026115,0.002789128,0.00222967,169513.534,671.9053233,63.62594024,288.0691169,256.7008844,491.4731862,106.4148572,78.24437663,300.6309301,289.9365187,292.1893855,2636.966497,86.80820782,1204.570302,0.196497439,4.51E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2686,0,0,0,17,194,-31,0,370,110,0,99,0,2966,0,16470,0,0,3376,690,904,1782,11267,14.39,0.15,0
us,georgia,"chattooga, georgia",US/Eastern,SRTV (SRCE),SR_agg,SRTV (egrid with wecc detail),SERC_STV,south atlantic,south,PADD 1 (East Coast),eastern interconnection,east (o&g producing region),4A,Georgia 4A,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,310.2494878,0,108.6890434,28988.54831,29097.23736,79.82775274,0,1.704841427,1165.451768,77.49375182,70450.51879,11.72276412,2494.172452,0,1864.273131,10.49295591,11.08410835,27021279536,63449284370,7346814547,17251223237,2581.608327,37970742248,12380977.72,65616875296,0.009730081,0.009283172,0.009914591,0.007925873,602574.543,942506.7086,89250.48431,404085.3165,360083.9245,689407.8065,149272.0973,109756.3114,421706.2414,406704.7908,409864.9713,3698971.458,121769.1175,4281.920044,275.634301,2459675.991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9548,671,3289,0,338,11130,883,0,0,0,10186,138871,0,24313,5458,10029,0,210,10977,1429,6734,2814,26015,22.72,0.07,0
us,georgia,"cherokee, georgia",US/Eastern,SRSO (SRSE),SR_agg,SRSO (egrid with wecc detail),SERC_STV,south atlantic,south,PADD 1 (East Coast),eastern interconnection,east (o&g producing region),3A,Georgia 3A,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,427.685612,0,970.0183219,39961.33923,40931.35755,634.9322578,0,2.350160687,1606.600405,106.8268087,97117.55999,16.16008323,3438.270532,0,2569.940729,14.46476608,15.27968248,2.082E+11,5.12901E+11,52231206900,1.28672E+11,4259.074661,2.98E+11,97099258.24,5.15E+11,0.077384104,0.073829802,0.078851531,0.063035093,4792323.052,1554924.657,147243.2794,666650.1323,594057.7054,1137368.24,246265.4775,181073.2945,695720.7059,670971.6773,676185.2663,6102473.194,200891.7299,34054.44915,454.7347695,19290295.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75936,8994,5123,83,657,3950,19921,3545,4328,5632,376026,229106,167613,241937,42805,76244,61,1358,82360,6424,60400,15536,214346,115.32,2.38,0
us,georgia,"clarke, georgia",US/Eastern,SRSO (SRSE),SR_agg,SRSO (egrid with wecc detail),SERC_STV,south atlantic,south,PADD 1 (East Coast),eastern interconnection,east (o&g producing region),3A,Georgia 3A,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,121.022404,845.768026,534.4795321,11307.87944,11842.35898,387.7253863,0,0.665026103,454.6204917,30.2288336,27481.40281,4.572826551,972.9290716,0,727.2173681,4.093101838,4.323699125,1.13367E+11,2.79281E+11,60153848783,1.48189E+11,9481.240123,0.00069569,2.27E-07,0.001202215,0.046280048,0.044154375,0.047157651,0.037698532,2866078.791,3461459.405,327782.2062,1484047.706,1322447.761,2531925.888,548218.1722,403092.1083,1548762.488,1493668.013,1505274.123,13584878.95,447210.458,20366.47642,1012.297244,4.51E-08,1.6,0,0,0,0,4.6,0,0,0,0,0,0,2.1,0,0,45414,3182,8397,0,133,1598,2741,0,0,0,103545,510019,115312,217051,0,87809,0,0,51068,5654,19166,26248,116714,104.22,0.93,0
us,georgia,"clay, georgia",US/Eastern,SRSO (SRSE),SR_agg,SRSO (egrid with wecc detail),SERC_STV,south atlantic,south,PADD 1 (East Coast),eastern interconnection,east (o&g producing region),3A,Georgia 3A,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,220.2638549,0,13.78608456,20580.62833,20594.41442,16.17200163,0,1.210364431,827.4208636,55.01724637,50016.85243,8.322660685,1770.755668,0,1323.554115,7.449549501,7.869242431,5228861369,4299085416,1346281826,1106891186,1.86E-12,0.00069569,2.27E-07,0.001202215,0.001356382,0.001294083,0.001382103,0.001104874,83999.44666,6.79E-10,6.43E-11,2.91E-10,2.59E-10,4.96E-10,1.07E-10,7.90E-11,3.04E-10,2.93E-10,2.95E-10,2.66E-09,8.77E-11,596.9036006,1.98E-13,4.51E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1331,0,0,0,116,21347,1811,0,0,0,0,0,0,1225,0,1162,0,0,2102,771,958,373,3183,1.84,0.26,0
us,georgia,"clayton, georgia",US/Eastern,SRSO (SRSE),SR_agg,SRSO (egrid with wecc detail),SERC_STV,south atlantic,south,PADD 1 (East Coast),eastern interconnection,east (o&g producing region),3A,Georgia 3A,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,143.6022599,6517.354457,1102.314853,13417.65648,14519.97133,753.4220027,0,0.789103903,539.4416889,35.86880342,32608.76845,5.426005476,1154.454124,0,862.8985547,4.856775725,5.130396893,3.28133E+11,4.92567E+11,1.36345E+11,2.0467E+11,5907.577816,2.07E+13,6749055152,3.58E+13,0.092361377,0.088119159,0.094112816,0.075235192,5719851.126,2156768.579,204234.7694,924681.4968,823991.6885,1577594.177,341584.1673,251158.9165,965004.029,930675.7245,937907.2677,8464476.003,278648.2092,40645.50266,630.7428843,1340805976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90633,7083,5049,0,62,168,-170,0,0,0,256436,317783,0,386278,2975237,152841,0,40209,104705,14072,51730,38903,259424,258.98,0.88,0
us,georgia,"clinch, georgia",US/Eastern,SRSO (SRSE),SR_agg,SRSO (egrid with wecc detail),SERC_STV,south atlantic,south,PADD 1 (East Coast),eastern interconnection,east (o&g producing region),2A,Georgia 2A,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,829.9154006,0,29.2578039,77544.1818,77573.43961,22.36553417,0,4.560439942,3117.576044,207.2952917,188454.6883,31.35831923,6671.895397,0,4986.918731,28.06859011,29.64991913,11292702945,8902100870,3718630546,2931417250,667.1198192,0.00069569,2.27E-07,0.001202215,0.002621048,0.002500662,0.002670751,0.002135038,162318.9908,243555.4993,23063.43931,104420.6902,93050.1812,178151.5834,38573.77338,28362.40101,108974.1572,105097.5951,105914.2251,955860.4011,31466.66006,1153.445575,71.22734427,4.51E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2572,125,879,0,168,2601,2965,13109,0,0,1723,35886,2078,2775,0,3174,0,0,3007,435,1814,758,6798,3.31,0.31,0
us,georgia,"cobb, georgia",US/Eastern,SRSO (SRSE),SR_agg,SRSO (egrid with wecc detail),SERC_STV,south atlantic,south,PADD 1 (East Coast),eastern interconnection,east (o&g producing region),3A,Georgia 3A,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,349.3773663,23473.48922,3111.226018,32644.5105,35755.73652,2185.980222,0,1.919851704,1312.435589,87.26706725,79335.55953,13.2012094,2808.731156,0,2099.390529,11.81630089,12.48200798,6.68348E+11,1.64648E+12,3.11654E+11,7.67761E+11,32553.07138,3.73E+12,1215184570,6.44E+12,0.265015283,0.25284296,0.270040741,0.215874605,16412141.32,11884641,1125413.703,5095357.811,4540517.465,8693162.824,1882262.769,1383984.163,5317550.782,5128388.357,5168236.997,46642583.49,1535460.949,116625.3665,3475.64074,241415531.1,0,0,0,0,2514,65.1,0,0,0,0,0,0,0,0,0,260056,41794,21905,0,240,948,674,0,0,111255,2343304,1751109,2516019,1540903,535699,454934,1128,12238,286490,26434,173965,86091,688078,650.54,2.93,362.58
us,georgia,"coffee, georgia",US/Eastern,SRSO (SRSE),SR_agg,SRSO (egrid with wecc detail),SERC_STV,south atlantic,south,PADD 1 (East Coast),eastern interconnection,east (o&g producing region),3A,Georgia 3A,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,603.6387717,0,187.8751779,56401.74242,56589.6176,127.8239694,0,3.317034921,2267.568204,150.7761818,137072.4733,22.80846613,4852.80155,0,3627.234168,20.41568242,21.56586171,70360948219,55465928878,26536541221,20918903814,2952.496905,3.75E+11,122357995.3,6.48E+11,0.015099561,0.014406028,0.015385893,0.012299712,935101.2781,1077912.599,102072.718,462138.518,411815.635,788452.0644,170717.3783,125524.5291,482290.9655,465134.321,468748.511,4230386.798,139263.1635,6644.869009,315.233497,24308340.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14817,1303,4035,0,1133,69861,27872,10685,0,2764,30986,158822,33147,70395,53940,22650,43,1607,17061,2244,10195,4622,42356,17.9,9.15,0
us,georgia,"colquitt, georgia",US/Eastern,SRSO (SRSE),SR_agg,SRSO (egrid with wecc detail),SERC_STV,south atlantic,south,PADD 1 (East Coast),eastern interconnection,east (o&g producing region),2A,Georgia 2A,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,559.0741823,0,201.205453,52237.79436,52438.99981,136.9385652,0,3.072149559,2100.161386,139.6448911,126952.8806,21.12459495,4494.535781,0,3359.447854,18.9084623,19.97372778,75580376381,59580433281,25216157911,19878038268,2505.445202,0.00069569,2.27E-07,0.001202215,0.016628166,0.015864424,0.016943484,0.013544875,1029766.319,914700.6873,86617.39868,392163.9107,349460.6566,669068.7596,144868.242,106518.2587,409264.9796,394706.1048,397773.053,3589843.663,118176.6606,7317.562774,267.5024828,4.51E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16317,1237,4087,0,1550,103219,38540,18084,264,0,23909,134774,22276,56610,0,21523,0,0,18311,1994,10319,5998,45498,24.26,30.76,0
us,georgia,"columbia, georgia",US/Eastern,SRSO (SRSE),SR_agg,SRSO (egrid with wecc detail),SERC_STV,south atlantic,south,PADD 1 (East Coast),eastern interconnection,east (o&g producing region),3A,Georgia 3A,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,316.6405179,0,612.5003425,29585.70219,30198.20253,414.0881649,0,1.73996056,1189.459663,79.09009578,71901.77463,11.96424893,2545.551525,0,1902.6765,10.7091071,11.31243708,1.83119E+11,2.01941E+11,48851687752,53872946723,3768.299339,1.15E+11,37465047.29,1.99E+11,0.045754207,0.043652687,0.04662184,0.037270196,2833514.017,1375749.904,130276.362,589831.7011,525604.1362,1006308.724,217888.1822,160208.1274,615552.4578,593655.2723,598268.0968,5399282.128,177742.8745,20135.06977,402.3354525,7443021.01,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,44898,5210,3882,0,267,1790,3266,0,0,9781,154859,202706,30106,147239,16516,46924,126,640,48626,3728,35475,9423,124053,90.71,1.13,0
us,georgia,"cook, georgia",US/Eastern,SRSO (SRSE),SR_agg,SRSO (egrid with wecc detail),SERC_STV,south atlantic,south,PADD 1 (East Coast),eastern interconnection,east (o&g producing region),2A,Georgia 2A,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,239.7187017,0,79.45273997,22398.41624,22477.86898,58.0845002,0,1.317270099,900.5029684,59.8766551,54434.60042,9.057761271,1927.157999,0,1440.457284,8.107532375,8.564294763,28592233471,22539417508,7642289554,6024459584,746.7034993,0.00069569,2.27E-07,0.001202215,0.006459885,0.006163178,0.006582383,0.005262056,400054.4646,272610.3144,25814.77921,116877.4972,104150.5498,199404.0755,43175.40978,31745.87754,121974.1674,117635.153,118549.2025,1069889.225,35220.45741,2842.80385,79.72436988,4.51E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6339,435,950,0,610,33824,12419,0,0,0,10253,40167,9362,12627,0,6523,0,0,7287,948,4345,1994,17212,9.11,8.28,0
us,georgia,"coweta, georgia",US/Eastern,SRSO (SRSE),SR_agg,SRSO (egrid with wecc detail),SERC_STV,south atlantic,south,PADD 1 (East Coast),eastern interconnection,east (o&g producing region),3A,Georgia 3A,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,444.1436811,0,588.9186557,41499.11946,42088.03812,393.6187595,0,2.440598863,1668.425118,110.9376858,100854.8087,16.7819507,3570.581025,0,2668.836415,15.02139486,15.86767063,1.61037E+11,2.41736E+11,44822922057,67284632998,4920.450178,4.11E+11,133935956.2,7.1E+11,0.046543987,0.044406191,0.047426596,0.03791353,2882424.288,1796382.997,170108.1287,770171.6977,686306.6686,1313985.832,284507.1075,209191.4782,803756.5301,775164.319,781187.5064,7050103.063,232087.4431,20482.62821,525.3488035,26608484.65,0,0,707,0,0,0,0,0,0,0,0,0,0,0,0,45673,4449,5046,0,411,9964,2426,0,0,50558,112128,264683,69614,167323,59044,50246,568,1831,50171,4498,34066,11607,127317,104.33,2.33,31.08
us,georgia,"crawford, georgia",US/Eastern,SRSO (SRSE),SR_agg,SRSO (egrid with wecc detail),SERC_STV,south atlantic,south,PADD 1 (East Coast),eastern interconnection,east (o&g producing region),3A,Georgia 3A,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,324.9812755,0,53.62640689,30365.03129,30418.6577,39.31355761,0,1.785793574,1220.791708,81.17344041,73795.76875,12.27940411,2612.604941,0,1952.795681,10.99120008,11.61042262,17730173936,22279127653,4378120895,5501396356,159.3160801,38944707788,12698555.02,67299975798,0.004913956,0.004688255,0.005007139,0.004002782,304316.5528,58163.92546,5507.821291,24936.89224,22221.4806,42544.69905,9211.871981,6773.275835,26024.31385,25098.5451,25293.566,228270.7361,7514.609505,2162.486223,17.00992979,2522767.717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4822,775,289,0,299,10054,6661,0,0,292,13484,8570,4214,5006,5598,4422,0,199,5292,470,3858,964,12630,2.76,3.22,0
us,georgia,"crisp, georgia",US/Eastern,SRSO (SRSE),SR_agg,SRSO (egrid with wecc detail),SERC_STV,south atlantic,south,PADD 1 (East Coast),eastern interconnection,east (o&g producing region),3A,Georgia 3A,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,281.0474542,0,99.37935127,26260.01984,26359.39919,78.81746019,0,1.544374324,1055.75437,70.19970224,63819.409,10.61936648,2259.410073,0,1688.799621,9.505313177,10.04082378,38936402511,30693783798,14180940174,11178914426,898.8252594,79044260430,25773665.98,1.37E+11,0.009252137,0.00882718,0.009427584,0.007536552,572975.9401,328147.7008,31073.88091,140688.301,125368.5633,240027.5611,51971.29641,38213.28899,146823.2876,141600.3099,142700.5736,1287851.819,42395.72574,4071.591127,95.96617331,5120344.195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9079,677,1105,0,413,42330,15351,0,0,89,16722,48350,38994,31967,11362,12104,0,299,10734,1655,5273,3806,23439,17.17,16.2,0
us,georgia,"dade, georgia",US/Eastern,SRTV (SRCE),SR_agg,SRTV (egrid with wecc detail),SERC_STV,south atlantic,south,PADD 1 (East Coast),eastern interconnection,east (o&g producing region),4A,Georgia 4A,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,173.1728321,0,72.2500913,16180.61982,16252.86991,55.82964438,0,0.95159615,650.5235021,43.25490613,39323.56488,6.543328328,1392.179276,0,1040.586594,5.856882808,6.186848037,17276376802,40567055425,4409260820,10353486157,792.2489365,0.00069569,2.27E-07,0.001202215,0.00641097,0.00611651,0.00653254,0.00522221,397025.1833,289238.2744,27389.36056,124006.4804,110503.2484,211566.7957,45808.90877,33682.22827,129414.0237,124810.3497,125780.152,1135147.487,37368.74134,2821.27765,84.58718528,4.51E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6291,0,1028,0,209,4965,2886,0,370,0,0,42617,1790,13902,0,6019,0,0,7305,1014,4735,1556,16633,16,0.46,0
us,georgia,"dawson, georgia",US/Eastern,SRSO (SRSE),SR_agg,SRSO (egrid with wecc detail),SERC_STV,south atlantic,south,PADD 1 (East Coast),eastern interconnection,east (o&g producing region),4A,Georgia 4A,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,206.0097811,0,97.48301212,19248.78115,19346.26416,79.1688663,0,1.132037354,773.8754552,51.4568806,46780.08031,7.784071094,1656.163639,0,1237.902123,6.967462105,7.359995181,21689710014,53432679780,8475479929,20879375738,636.4091816,20842862546,6796154.133,36018350749,0.008593818,0.008199098,0.008756782,0.007000302,532206.8623,232343.5034,22001.7216,99613.71867,88766.64725,169950.4349,36798.04264,27056.74737,103957.5683,100259.4624,101038.4992,911857.6874,30018.10289,3781.884346,67.94841732,1350162.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8433,1611,625,0,208,2636,11839,941,407,475,37124,34234,10352,60834,2996,12372,0,150,10425,1992,6774,1659,22330,13.34,0.39,0
us,georgia,"decatur, georgia",US/Eastern,SRSO (SRSE),SR_agg,SRSO (egrid with wecc detail),SERC_STV,south atlantic,south,PADD 1 (East Coast),eastern interconnection,east (o&g producing region),2A,Georgia 2A,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,615.1280242,0,118.2352405,57475.25508,57593.49032,89.76229607,0,3.380169122,2310.727565,153.6459537,139681.4181,23.24258706,4945.166496,0,3696.272492,20.80426073,21.97633175,45737341581,37604503976,17099632934,14059042183,1126.775525,1.04E+11,33933134.07,1.8E+11,0.010588138,0.010101818,0.01078892,0.008624824,655713.1862,411368.944,38954.4999,176368.1345,157163.1718,300900.735,65151.69014,47904.52683,184059.0095,177511.4371,178890.7377,1614462.761,53147.6676,4659.525478,120.3040682,6741350.89,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,10390,755,1258,337,540,94053,33548,14863,23552,0,14595,60612,0,41185,14959,14759,0,600,12125,1735,6849,3541,27842,14.39,36.64,0
us,georgia,"dekalb, georgia",US/Eastern,SRSO (SRSE),SR_agg,SRSO (egrid with wecc detail),SERC_STV,south atlantic,south,PADD 1 (East Coast),eastern interconnection,east (o&g producing region),3A,Georgia 3A,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,278.3910234,31276.45264,3048.251218,26011.81291,29060.06413,2292.046297,0,1.529777061,1045.775491,69.53618209,63216.19469,10.51899335,2238.054368,0,1672.837265,9.415469962,9.945918974,6.72054E+11,1.65561E+12,3.17274E+11,7.81605E+11,29271.94091,6.41E+12,2089225341,1.11E+13,0.276992413,0.264269973,0.282244993,0.225630866,17153873.48,10686749.18,1011979.577,4581780.042,4082863.868,7816950.528,1692543.352,1244487.875,4781577.457,4611481.331,4647313.497,41941325.04,1380696.821,121896.1463,3125.319549,415057479.9,3.2,0,0,0,0,5,0,0,0,0,0,0,0,0,2,271809,24148,19341,0,63,68,555,0,0,1304968,953793,1574609,1343627,1330299,921009,463137,1073,19612,304968,33159,154647,117162,691893,637.28,1.77,0
